,state,State Name,disease,Number of Smallpox Cases,"Smallpox Incidence Per 100,000 People",year,number_week
147,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,04
148,MD,MARYLAND,SMALLPOX,1,0.06,1928,04
149,ME,MAINE,SMALLPOX,0,0.0,1928,04
150,MI,MICHIGAN,SMALLPOX,26,0.56,1928,04
151,MN,MINNESOTA,SMALLPOX,2,0.08,1928,04
152,MO,MISSOURI,SMALLPOX,42,1.17,1928,04
153,MS,MISSISSIPPI,SMALLPOX,22,1.11,1928,04
154,MT,MONTANA,SMALLPOX,20,3.7,1928,04
155,NC,NORTH CAROLINA,SMALLPOX,117,3.8,1928,04
156,ND,NORTH DAKOTA,SMALLPOX,2,0.3,1928,04
157,NE,NEBRASKA,SMALLPOX,68,4.96,1928,04
158,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,04
159,NJ,NEW JERSEY,SMALLPOX,1,0.03,1928,04
160,NM,NEW MEXICO,SMALLPOX,1,0.24,1928,04
161,NY,NEW YORK,SMALLPOX,5,0.04,1928,04
162,OH,OHIO,SMALLPOX,21,0.32,1928,04
163,OK,OKLAHOMA,SMALLPOX,150,6.4,1928,04
164,OR,OREGON,SMALLPOX,51,5.45,1928,04
165,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,04
166,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,04
167,SC,SOUTH CAROLINA,SMALLPOX,10,0.58,1928,04
168,SD,SOUTH DAKOTA,SMALLPOX,1,0.15,1928,04
169,TN,TENNESSEE,SMALLPOX,35,1.33,1928,04
170,TX,TEXAS,SMALLPOX,41,0.72,1928,04
171,UT,UTAH,SMALLPOX,19,3.77,1928,04
172,VT,VERMONT,SMALLPOX,0,0.0,1928,04
173,WA,WASHINGTON,SMALLPOX,46,2.97,1928,04
174,WI,WISCONSIN,SMALLPOX,35,1.2,1928,04
175,WV,WEST VIRGINIA,SMALLPOX,37,2.18,1928,04
176,WY,WYOMING,SMALLPOX,4,1.82,1928,04
177,AL,ALABAMA,SMALLPOX,1,0.04,1928,05
178,AR,ARKANSAS,SMALLPOX,6,0.32,1928,05
179,AZ,ARIZONA,SMALLPOX,3,0.71,1928,05
180,CA,CALIFORNIA,SMALLPOX,39,0.73,1928,05
181,CO,COLORADO,SMALLPOX,24,2.37,1928,05
182,CT,CONNECTICUT,SMALLPOX,6,0.38,1928,05
183,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1928,05
184,DE,DELAWARE,SMALLPOX,0,0.0,1928,05
185,FL,FLORIDA,SMALLPOX,3,0.21,1928,05
186,GA,GEORGIA,SMALLPOX,0,0.0,1928,05
187,IA,IOWA,SMALLPOX,74,3.02,1928,05
188,ID,IDAHO,SMALLPOX,6,1.34,1928,05
189,IL,ILLINOIS,SMALLPOX,30,0.4,1928,05
190,IN,INDIANA,SMALLPOX,140,4.36,1928,05
191,KS,KANSAS,SMALLPOX,119,6.43,1928,05
192,KY,KENTUCKY,SMALLPOX,52,2.03,1928,05
193,LA,LOUISIANA,SMALLPOX,14,0.68,1928,05
194,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,05
195,MD,MARYLAND,SMALLPOX,0,0.0,1928,05
196,ME,MAINE,SMALLPOX,0,0.0,1928,05
197,MI,MICHIGAN,SMALLPOX,39,0.84,1928,05
198,MN,MINNESOTA,SMALLPOX,5,0.19,1928,05
199,MO,MISSOURI,SMALLPOX,37,1.03,1928,05
200,MS,MISSISSIPPI,SMALLPOX,7,0.35,1928,05
201,MT,MONTANA,SMALLPOX,44,8.13,1928,05
202,NC,NORTH CAROLINA,SMALLPOX,129,4.19,1928,05
203,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1928,05
204,NE,NEBRASKA,SMALLPOX,40,2.92,1928,05
205,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,05
206,NJ,NEW JERSEY,SMALLPOX,0,0.0,1928,05
207,NM,NEW MEXICO,SMALLPOX,0,0.0,1928,05
208,NY,NEW YORK,SMALLPOX,11,0.09,1928,05
209,OH,OHIO,SMALLPOX,42,0.64,1928,05
210,OK,OKLAHOMA,SMALLPOX,233,9.94,1928,05
211,OR,OREGON,SMALLPOX,48,5.13,1928,05
212,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,05
213,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,05
214,SC,SOUTH CAROLINA,SMALLPOX,4,0.23,1928,05
215,SD,SOUTH DAKOTA,SMALLPOX,44,6.42,1928,05
216,TN,TENNESSEE,SMALLPOX,24,0.91,1928,05
217,TX,TEXAS,SMALLPOX,96,1.69,1928,05
218,UT,UTAH,SMALLPOX,18,3.57,1928,05
219,VT,VERMONT,SMALLPOX,0,0.0,1928,05
220,WA,WASHINGTON,SMALLPOX,40,2.58,1928,05
221,WI,WISCONSIN,SMALLPOX,35,1.2,1928,05
222,WV,WEST VIRGINIA,SMALLPOX,13,0.77,1928,05
223,WY,WYOMING,SMALLPOX,6,2.73,1928,05
224,AL,ALABAMA,SMALLPOX,10,0.38,1928,06
225,AR,ARKANSAS,SMALLPOX,10,0.54,1928,06
226,AZ,ARIZONA,SMALLPOX,16,3.79,1928,06
227,CA,CALIFORNIA,SMALLPOX,20,0.37,1928,06
228,CO,COLORADO,SMALLPOX,14,1.38,1928,06
229,CT,CONNECTICUT,SMALLPOX,6,0.38,1928,06
230,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1928,06
231,DE,DELAWARE,SMALLPOX,0,0.0,1928,06
232,FL,FLORIDA,SMALLPOX,10,0.7,1928,06
233,GA,GEORGIA,SMALLPOX,0,0.0,1928,06
234,IA,IOWA,SMALLPOX,66,2.69,1928,06
235,IL,ILLINOIS,SMALLPOX,42,0.55,1928,06
236,IN,INDIANA,SMALLPOX,101,3.14,1928,06
237,KS,KANSAS,SMALLPOX,109,5.89,1928,06
238,KY,KENTUCKY,SMALLPOX,13,0.51,1928,06
239,LA,LOUISIANA,SMALLPOX,23,1.11,1928,06
240,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,06
241,MD,MARYLAND,SMALLPOX,0,0.0,1928,06
242,ME,MAINE,SMALLPOX,0,0.0,1928,06
243,MI,MICHIGAN,SMALLPOX,32,0.69,1928,06
244,MN,MINNESOTA,SMALLPOX,1,0.04,1928,06
245,MO,MISSOURI,SMALLPOX,62,1.72,1928,06
246,MS,MISSISSIPPI,SMALLPOX,11,0.56,1928,06
247,MT,MONTANA,SMALLPOX,27,4.99,1928,06
248,NC,NORTH CAROLINA,SMALLPOX,142,4.61,1928,06
249,ND,NORTH DAKOTA,SMALLPOX,3,0.45,1928,06
250,NE,NEBRASKA,SMALLPOX,53,3.87,1928,06
251,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,06
252,NJ,NEW JERSEY,SMALLPOX,1,0.03,1928,06
253,NM,NEW MEXICO,SMALLPOX,0,0.0,1928,06
254,NY,NEW YORK,SMALLPOX,16,0.14,1928,06
255,OH,OHIO,SMALLPOX,27,0.41,1928,06
256,OK,OKLAHOMA,SMALLPOX,135,5.76,1928,06
257,OR,OREGON,SMALLPOX,44,4.7,1928,06
258,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,06
259,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,06
260,SC,SOUTH CAROLINA,SMALLPOX,15,0.86,1928,06
261,SD,SOUTH DAKOTA,SMALLPOX,9,1.31,1928,06
262,TN,TENNESSEE,SMALLPOX,10,0.38,1928,06
263,TX,TEXAS,SMALLPOX,120,2.11,1928,06
264,UT,UTAH,SMALLPOX,4,0.79,1928,06
265,VA,VIRGINIA,SMALLPOX,0,0.0,1928,06
266,VT,VERMONT,SMALLPOX,0,0.0,1928,06
267,WA,WASHINGTON,SMALLPOX,70,4.51,1928,06
268,WI,WISCONSIN,SMALLPOX,14,0.48,1928,06
269,WV,WEST VIRGINIA,SMALLPOX,41,2.42,1928,06
270,WY,WYOMING,SMALLPOX,2,0.91,1928,06
271,AL,ALABAMA,SMALLPOX,4,0.15,1928,07
272,AR,ARKANSAS,SMALLPOX,0,0.0,1928,07
273,AZ,ARIZONA,SMALLPOX,28,6.64,1928,07
274,CA,CALIFORNIA,SMALLPOX,18,0.34,1928,07
275,CO,COLORADO,SMALLPOX,9,0.89,1928,07
276,CT,CONNECTICUT,SMALLPOX,1,0.06,1928,07
277,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1928,07
278,DE,DELAWARE,SMALLPOX,0,0.0,1928,07
279,FL,FLORIDA,SMALLPOX,2,0.14,1928,07
280,GA,GEORGIA,SMALLPOX,0,0.0,1928,07
281,IA,IOWA,SMALLPOX,98,4.0,1928,07
282,ID,IDAHO,SMALLPOX,6,1.34,1928,07
283,IL,ILLINOIS,SMALLPOX,77,1.02,1928,07
284,IN,INDIANA,SMALLPOX,116,3.61,1928,07
285,KS,KANSAS,SMALLPOX,78,4.22,1928,07
286,KY,KENTUCKY,SMALLPOX,16,0.62,1928,07
287,LA,LOUISIANA,SMALLPOX,33,1.6,1928,07
288,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,07
289,MD,MARYLAND,SMALLPOX,0,0.0,1928,07
290,ME,MAINE,SMALLPOX,0,0.0,1928,07
291,MI,MICHIGAN,SMALLPOX,42,0.9,1928,07
292,MN,MINNESOTA,SMALLPOX,3,0.12,1928,07
293,MO,MISSOURI,SMALLPOX,25,0.69,1928,07
294,MS,MISSISSIPPI,SMALLPOX,0,0.0,1928,07
295,MT,MONTANA,SMALLPOX,27,4.99,1928,07
296,NC,NORTH CAROLINA,SMALLPOX,93,3.02,1928,07
297,ND,NORTH DAKOTA,SMALLPOX,7,1.05,1928,07
298,NE,NEBRASKA,SMALLPOX,22,1.6,1928,07
299,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,07
300,NJ,NEW JERSEY,SMALLPOX,0,0.0,1928,07
301,NM,NEW MEXICO,SMALLPOX,1,0.24,1928,07
302,NY,NEW YORK,SMALLPOX,4,0.03,1928,07
303,OH,OHIO,SMALLPOX,23,0.35,1928,07
304,OK,OKLAHOMA,SMALLPOX,94,4.01,1928,07
305,OR,OREGON,SMALLPOX,59,6.3,1928,07
306,PA,PENNSYLVANIA,SMALLPOX,1,0.01,1928,07
307,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,07
308,SC,SOUTH CAROLINA,SMALLPOX,12,0.69,1928,07
309,SD,SOUTH DAKOTA,SMALLPOX,9,1.31,1928,07
310,TN,TENNESSEE,SMALLPOX,33,1.26,1928,07
311,TX,TEXAS,SMALLPOX,62,1.09,1928,07
312,UT,UTAH,SMALLPOX,22,4.37,1928,07
313,VT,VERMONT,SMALLPOX,0,0.0,1928,07
314,WA,WASHINGTON,SMALLPOX,26,1.68,1928,07
315,WI,WISCONSIN,SMALLPOX,58,1.98,1928,07
316,WV,WEST VIRGINIA,SMALLPOX,102,6.01,1928,07
317,WY,WYOMING,SMALLPOX,0,0.0,1928,07
318,AL,ALABAMA,SMALLPOX,7,0.27,1928,08
319,AR,ARKANSAS,SMALLPOX,7,0.38,1928,08
320,AZ,ARIZONA,SMALLPOX,26,6.16,1928,08
321,CA,CALIFORNIA,SMALLPOX,32,0.6,1928,08
322,CO,COLORADO,SMALLPOX,12,1.18,1928,08
323,CT,CONNECTICUT,SMALLPOX,2,0.13,1928,08
324,DE,DELAWARE,SMALLPOX,0,0.0,1928,08
325,FL,FLORIDA,SMALLPOX,4,0.28,1928,08
326,GA,GEORGIA,SMALLPOX,0,0.0,1928,08
327,IA,IOWA,SMALLPOX,77,3.14,1928,08
328,ID,IDAHO,SMALLPOX,2,0.45,1928,08
329,IL,ILLINOIS,SMALLPOX,53,0.7,1928,08
330,IN,INDIANA,SMALLPOX,114,3.55,1928,08
331,KS,KANSAS,SMALLPOX,105,5.68,1928,08
332,KY,KENTUCKY,SMALLPOX,30,1.17,1928,08
333,LA,LOUISIANA,SMALLPOX,22,1.07,1928,08
334,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,08
335,MD,MARYLAND,SMALLPOX,0,0.0,1928,08
336,ME,MAINE,SMALLPOX,0,0.0,1928,08
337,MI,MICHIGAN,SMALLPOX,37,0.79,1928,08
338,MN,MINNESOTA,SMALLPOX,0,0.0,1928,08
339,MO,MISSOURI,SMALLPOX,53,1.47,1928,08
340,MS,MISSISSIPPI,SMALLPOX,4,0.2,1928,08
341,MT,MONTANA,SMALLPOX,12,2.22,1928,08
342,NC,NORTH CAROLINA,SMALLPOX,113,3.67,1928,08
343,ND,NORTH DAKOTA,SMALLPOX,4,0.6,1928,08
344,NE,NEBRASKA,SMALLPOX,17,1.24,1928,08
345,NJ,NEW JERSEY,SMALLPOX,0,0.0,1928,08
346,NM,NEW MEXICO,SMALLPOX,2,0.48,1928,08
347,NY,NEW YORK,SMALLPOX,10,0.09,1928,08
348,OH,OHIO,SMALLPOX,31,0.47,1928,08
349,OK,OKLAHOMA,SMALLPOX,190,8.11,1928,08
350,OR,OREGON,SMALLPOX,30,3.21,1928,08
351,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,08
352,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,08
353,SC,SOUTH CAROLINA,SMALLPOX,4,0.23,1928,08
354,SD,SOUTH DAKOTA,SMALLPOX,3,0.44,1928,08
355,TN,TENNESSEE,SMALLPOX,34,1.3,1928,08
356,TX,TEXAS,SMALLPOX,12,0.21,1928,08
357,UT,UTAH,SMALLPOX,23,4.56,1928,08
358,VT,VERMONT,SMALLPOX,0,0.0,1928,08
359,WA,WASHINGTON,SMALLPOX,82,5.29,1928,08
360,WI,WISCONSIN,SMALLPOX,21,0.72,1928,08
361,WV,WEST VIRGINIA,SMALLPOX,54,3.18,1928,08
362,WY,WYOMING,SMALLPOX,3,1.36,1928,08
363,AL,ALABAMA,SMALLPOX,26,0.98,1928,09
364,AR,ARKANSAS,SMALLPOX,8,0.43,1928,09
365,AZ,ARIZONA,SMALLPOX,67,15.88,1928,09
366,CA,CALIFORNIA,SMALLPOX,32,0.6,1928,09
367,CO,COLORADO,SMALLPOX,20,1.97,1928,09
368,CT,CONNECTICUT,SMALLPOX,3,0.19,1928,09
369,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1928,09
370,DE,DELAWARE,SMALLPOX,0,0.0,1928,09
371,FL,FLORIDA,SMALLPOX,12,0.84,1928,09
372,GA,GEORGIA,SMALLPOX,0,0.0,1928,09
373,IA,IOWA,SMALLPOX,63,2.57,1928,09
374,ID,IDAHO,SMALLPOX,4,0.89,1928,09
375,IL,ILLINOIS,SMALLPOX,40,0.53,1928,09
376,IN,INDIANA,SMALLPOX,126,3.92,1928,09
377,KS,KANSAS,SMALLPOX,49,2.65,1928,09
378,KY,KENTUCKY,SMALLPOX,11,0.43,1928,09
379,LA,LOUISIANA,SMALLPOX,22,1.07,1928,09
380,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,09
381,MD,MARYLAND,SMALLPOX,0,0.0,1928,09
382,ME,MAINE,SMALLPOX,0,0.0,1928,09
383,MI,MICHIGAN,SMALLPOX,22,0.47,1928,09
384,MN,MINNESOTA,SMALLPOX,4,0.15,1928,09
385,MO,MISSOURI,SMALLPOX,35,0.97,1928,09
386,MS,MISSISSIPPI,SMALLPOX,10,0.5,1928,09
387,MT,MONTANA,SMALLPOX,18,3.33,1928,09
388,NC,NORTH CAROLINA,SMALLPOX,119,3.86,1928,09
389,ND,NORTH DAKOTA,SMALLPOX,1,0.15,1928,09
390,NE,NEBRASKA,SMALLPOX,64,4.67,1928,09
391,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,09
392,NJ,NEW JERSEY,SMALLPOX,0,0.0,1928,09
393,NM,NEW MEXICO,SMALLPOX,1,0.24,1928,09
394,NY,NEW YORK,SMALLPOX,13,0.11,1928,09
395,OH,OHIO,SMALLPOX,33,0.5,1928,09
396,OK,OKLAHOMA,SMALLPOX,94,4.01,1928,09
397,OR,OREGON,SMALLPOX,58,6.2,1928,09
398,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,09
399,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,09
400,SC,SOUTH CAROLINA,SMALLPOX,7,0.4,1928,09
401,SD,SOUTH DAKOTA,SMALLPOX,0,0.0,1928,09
402,TN,TENNESSEE,SMALLPOX,34,1.3,1928,09
403,TX,TEXAS,SMALLPOX,92,1.62,1928,09
404,UT,UTAH,SMALLPOX,13,2.58,1928,09
405,VA,VIRGINIA,SMALLPOX,0,0.0,1928,09
406,VT,VERMONT,SMALLPOX,0,0.0,1928,09
407,WA,WASHINGTON,SMALLPOX,46,2.97,1928,09
408,WI,WISCONSIN,SMALLPOX,33,1.13,1928,09
409,WV,WEST VIRGINIA,SMALLPOX,9,0.53,1928,09
410,WY,WYOMING,SMALLPOX,5,2.27,1928,09
411,AL,ALABAMA,SMALLPOX,12,0.45,1928,10
412,AR,ARKANSAS,SMALLPOX,7,0.38,1928,10
413,AZ,ARIZONA,SMALLPOX,25,5.92,1928,10
414,CA,CALIFORNIA,SMALLPOX,19,0.36,1928,10
415,CO,COLORADO,SMALLPOX,12,1.18,1928,10
416,CT,CONNECTICUT,SMALLPOX,4,0.25,1928,10
417,DE,DELAWARE,SMALLPOX,0,0.0,1928,10
418,FL,FLORIDA,SMALLPOX,7,0.49,1928,10
419,GA,GEORGIA,SMALLPOX,15,0.52,1928,10
420,IA,IOWA,SMALLPOX,68,2.78,1928,10
421,ID,IDAHO,SMALLPOX,0,0.0,1928,10
422,IL,ILLINOIS,SMALLPOX,47,0.62,1928,10
423,IN,INDIANA,SMALLPOX,79,2.46,1928,10
424,KS,KANSAS,SMALLPOX,70,3.78,1928,10
425,KY,KENTUCKY,SMALLPOX,32,1.25,1928,10
426,LA,LOUISIANA,SMALLPOX,32,1.55,1928,10
427,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,10
428,MD,MARYLAND,SMALLPOX,4,0.25,1928,10
429,ME,MAINE,SMALLPOX,0,0.0,1928,10
430,MI,MICHIGAN,SMALLPOX,37,0.79,1928,10
431,MN,MINNESOTA,SMALLPOX,1,0.04,1928,10
432,MO,MISSOURI,SMALLPOX,53,1.47,1928,10
433,MS,MISSISSIPPI,SMALLPOX,4,0.2,1928,10
434,NC,NORTH CAROLINA,SMALLPOX,93,3.02,1928,10
435,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1928,10
436,NE,NEBRASKA,SMALLPOX,51,3.72,1928,10
437,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,10
438,NJ,NEW JERSEY,SMALLPOX,0,0.0,1928,10
439,NM,NEW MEXICO,SMALLPOX,2,0.48,1928,10
440,NY,NEW YORK,SMALLPOX,13,0.11,1928,10
441,OH,OHIO,SMALLPOX,24,0.36,1928,10
442,OK,OKLAHOMA,SMALLPOX,181,7.72,1928,10
443,OR,OREGON,SMALLPOX,64,6.84,1928,10
444,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,10
445,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,10
446,SC,SOUTH CAROLINA,SMALLPOX,14,0.81,1928,10
447,SD,SOUTH DAKOTA,SMALLPOX,10,1.46,1928,10
448,TN,TENNESSEE,SMALLPOX,26,0.99,1928,10
449,TX,TEXAS,SMALLPOX,65,1.15,1928,10
450,UT,UTAH,SMALLPOX,13,2.58,1928,10
451,VT,VERMONT,SMALLPOX,0,0.0,1928,10
452,WA,WASHINGTON,SMALLPOX,79,5.09,1928,10
453,WI,WISCONSIN,SMALLPOX,42,1.44,1928,10
454,WV,WEST VIRGINIA,SMALLPOX,76,4.48,1928,10
455,WY,WYOMING,SMALLPOX,15,6.82,1928,10
456,AL,ALABAMA,SMALLPOX,9,0.34,1928,11
457,AR,ARKANSAS,SMALLPOX,2,0.11,1928,11
458,AZ,ARIZONA,SMALLPOX,19,4.5,1928,11
459,CA,CALIFORNIA,SMALLPOX,26,0.49,1928,11
460,CO,COLORADO,SMALLPOX,4,0.39,1928,11
461,CT,CONNECTICUT,SMALLPOX,0,0.0,1928,11
462,DE,DELAWARE,SMALLPOX,0,0.0,1928,11
463,FL,FLORIDA,SMALLPOX,6,0.42,1928,11
464,GA,GEORGIA,SMALLPOX,0,0.0,1928,11
465,IA,IOWA,SMALLPOX,66,2.69,1928,11
466,ID,IDAHO,SMALLPOX,0,0.0,1928,11
467,IL,ILLINOIS,SMALLPOX,54,0.71,1928,11
468,IN,INDIANA,SMALLPOX,144,4.48,1928,11
469,KS,KANSAS,SMALLPOX,96,5.19,1928,11
470,KY,KENTUCKY,SMALLPOX,36,1.4,1928,11
471,LA,LOUISIANA,SMALLPOX,32,1.55,1928,11
472,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,11
473,MD,MARYLAND,SMALLPOX,2,0.12,1928,11
474,ME,MAINE,SMALLPOX,0,0.0,1928,11
475,MI,MICHIGAN,SMALLPOX,39,0.84,1928,11
476,MN,MINNESOTA,SMALLPOX,1,0.04,1928,11
477,MO,MISSOURI,SMALLPOX,72,2.0,1928,11
478,MS,MISSISSIPPI,SMALLPOX,4,0.2,1928,11
479,MT,MONTANA,SMALLPOX,15,2.77,1928,11
480,NC,NORTH CAROLINA,SMALLPOX,90,2.92,1928,11
481,ND,NORTH DAKOTA,SMALLPOX,2,0.3,1928,11
482,NE,NEBRASKA,SMALLPOX,40,2.92,1928,11
483,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,11
484,NJ,NEW JERSEY,SMALLPOX,0,0.0,1928,11
485,NY,NEW YORK,SMALLPOX,13,0.11,1928,11
486,OH,OHIO,SMALLPOX,48,0.73,1928,11
487,OK,OKLAHOMA,SMALLPOX,174,7.42,1928,11
488,OR,OREGON,SMALLPOX,46,4.91,1928,11
489,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,11
490,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,11
491,SC,SOUTH CAROLINA,SMALLPOX,14,0.81,1928,11
492,SD,SOUTH DAKOTA,SMALLPOX,11,1.61,1928,11
493,TN,TENNESSEE,SMALLPOX,36,1.37,1928,11
494,TX,TEXAS,SMALLPOX,121,2.13,1928,11
495,UT,UTAH,SMALLPOX,13,2.58,1928,11
496,VT,VERMONT,SMALLPOX,0,0.0,1928,11
497,WA,WASHINGTON,SMALLPOX,32,2.06,1928,11
498,WI,WISCONSIN,SMALLPOX,21,0.72,1928,11
499,WV,WEST VIRGINIA,SMALLPOX,106,6.25,1928,11
500,WY,WYOMING,SMALLPOX,11,5.0,1928,11
501,AL,ALABAMA,SMALLPOX,10,0.38,1928,12
502,AR,ARKANSAS,SMALLPOX,11,0.6,1928,12
503,AZ,ARIZONA,SMALLPOX,20,4.74,1928,12
504,CA,CALIFORNIA,SMALLPOX,29,0.54,1928,12
505,CO,COLORADO,SMALLPOX,2,0.2,1928,12
506,CT,CONNECTICUT,SMALLPOX,0,0.0,1928,12
507,DC,DISTRICT OF COLUMBIA,SMALLPOX,2,0.42,1928,12
508,DE,DELAWARE,SMALLPOX,0,0.0,1928,12
509,FL,FLORIDA,SMALLPOX,2,0.14,1928,12
510,GA,GEORGIA,SMALLPOX,0,0.0,1928,12
511,IA,IOWA,SMALLPOX,33,1.35,1928,12
512,ID,IDAHO,SMALLPOX,1,0.22,1928,12
513,IL,ILLINOIS,SMALLPOX,88,1.16,1928,12
514,IN,INDIANA,SMALLPOX,238,7.41,1928,12
515,KS,KANSAS,SMALLPOX,84,4.54,1928,12
516,KY,KENTUCKY,SMALLPOX,19,0.74,1928,12
517,LA,LOUISIANA,SMALLPOX,34,1.65,1928,12
518,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,12
519,MD,MARYLAND,SMALLPOX,0,0.0,1928,12
520,ME,MAINE,SMALLPOX,0,0.0,1928,12
521,MI,MICHIGAN,SMALLPOX,36,0.77,1928,12
522,MN,MINNESOTA,SMALLPOX,0,0.0,1928,12
523,MO,MISSOURI,SMALLPOX,71,1.97,1928,12
524,MS,MISSISSIPPI,SMALLPOX,3,0.15,1928,12
525,MT,MONTANA,SMALLPOX,16,2.96,1928,12
526,NC,NORTH CAROLINA,SMALLPOX,121,3.93,1928,12
527,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1928,12
528,NE,NEBRASKA,SMALLPOX,53,3.87,1928,12
529,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,12
530,NJ,NEW JERSEY,SMALLPOX,1,0.03,1928,12
531,NM,NEW MEXICO,SMALLPOX,1,0.24,1928,12
532,NY,NEW YORK,SMALLPOX,5,0.04,1928,12
533,OH,OHIO,SMALLPOX,57,0.86,1928,12
534,OK,OKLAHOMA,SMALLPOX,245,10.45,1928,12
535,OR,OREGON,SMALLPOX,77,8.23,1928,12
536,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1928,12
537,RI,RHODE ISLAND,SMALLPOX,0,0.0,1928,12
538,SC,SOUTH CAROLINA,SMALLPOX,7,0.4,1928,12
539,TN,TENNESSEE,SMALLPOX,20,0.76,1928,12
540,TX,TEXAS,SMALLPOX,48,0.85,1928,12
541,UT,UTAH,SMALLPOX,14,2.78,1928,12
542,VT,VERMONT,SMALLPOX,0,0.0,1928,12
543,WA,WASHINGTON,SMALLPOX,49,3.16,1928,12
544,WI,WISCONSIN,SMALLPOX,12,0.41,1928,12
545,WV,WEST VIRGINIA,SMALLPOX,67,3.95,1928,12
546,WY,WYOMING,SMALLPOX,3,1.36,1928,12
547,AL,ALABAMA,SMALLPOX,10,0.38,1928,13
548,AR,ARKANSAS,SMALLPOX,7,0.38,1928,13
549,AZ,ARIZONA,SMALLPOX,30,7.11,1928,13
550,CA,CALIFORNIA,SMALLPOX,14,0.26,1928,13
551,CO,COLORADO,SMALLPOX,2,0.2,1928,13
552,CT,CONNECTICUT,SMALLPOX,0,0.0,1928,13
553,DE,DELAWARE,SMALLPOX,0,0.0,1928,13
554,FL,FLORIDA,SMALLPOX,12,0.84,1928,13
555,GA,GEORGIA,SMALLPOX,0,0.0,1928,13
556,IA,IOWA,SMALLPOX,81,3.31,1928,13
557,ID,IDAHO,SMALLPOX,8,1.78,1928,13
558,IL,ILLINOIS,SMALLPOX,56,0.74,1928,13
559,IN,INDIANA,SMALLPOX,123,3.83,1928,13
560,KS,KANSAS,SMALLPOX,90,4.86,1928,13
561,KY,KENTUCKY,SMALLPOX,18,0.7,1928,13
562,LA,LOUISIANA,SMALLPOX,25,1.21,1928,13
563,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1928,13
564,MD,MARYLAND,SMALLPOX,2,0.12,1928,13
565,ME,MAINE,SMALLPOX,0,0.0,1928,13
566,MI,MICHIGAN,SMALLPOX,23,0.49,1928,13
567,MN,MINNESOTA,SMALLPOX,2,0.08,1928,13
568,MO,MISSOURI,SMALLPOX,53,1.47,1928,13
569,MS,MISSISSIPPI,SMALLPOX,2,0.1,1928,13
570,MT,MONTANA,SMALLPOX,9,1.66,1928,13
571,NC,NORTH CAROLINA,SMALLPOX,115,3.73,1928,13
572,ND,NORTH DAKOTA,SMALLPOX,3,0.45,1928,13
573,NE,NEBRASKA,SMALLPOX,47,3.43,1928,13
574,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1928,13
575,NJ,NEW JERSEY,SMALLPOX,16,0.4,1928,13
576,NM,NEW MEXICO,SMALLPOX,1,0.24,1928,13
577,NY,NEW YORK,SMALLPOX,2,0.02,1928,13
578,OH,OHIO,SMALLPOX,30,0.45,1928,13
579,OK,OKLAHOMA,SMALLPOX,203,8.66,1928,13
580,OR,OREGON,SMALLPOX,75,8.01,1928,13
