,state,State Name,disease,Number of Rubella Cases,"Rubella Incidence Per 100,000 People",year,number_week
32072,MT,MONTANA,RUBELLA,1,0.13,1980,37
32073,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,37
32074,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,37
32075,NE,NEBRASKA,RUBELLA,0,0.0,1980,37
32076,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,37
32077,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,37
32078,NM,NEW MEXICO,RUBELLA,0,0.0,1980,37
32079,NV,NEVADA,RUBELLA,1,0.12,1980,37
32080,NY,NEW YORK,RUBELLA,4,0.02,1980,37
32081,OH,OHIO,RUBELLA,3,0.03,1980,37
32082,OK,OKLAHOMA,RUBELLA,0,0.0,1980,37
32083,OR,OREGON,RUBELLA,0,0.0,1980,37
32084,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,37
32085,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,37
32086,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,37
32087,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,37
32088,TN,TENNESSEE,RUBELLA,1,0.02,1980,37
32089,TX,TEXAS,RUBELLA,1,0.01,1980,37
32090,UT,UTAH,RUBELLA,0,0.0,1980,37
32091,VA,VIRGINIA,RUBELLA,0,0.0,1980,37
32092,VT,VERMONT,RUBELLA,0,0.0,1980,37
32093,WA,WASHINGTON,RUBELLA,4,0.09,1980,37
32094,WI,WISCONSIN,RUBELLA,0,0.0,1980,37
32095,WV,WEST VIRGINIA,RUBELLA,1,0.05,1980,37
32096,WY,WYOMING,RUBELLA,0,0.0,1980,37
32097,AK,ALASKA,RUBELLA,0,0.0,1980,38
32098,AL,ALABAMA,RUBELLA,0,0.0,1980,38
32099,AR,ARKANSAS,RUBELLA,0,0.0,1980,38
32100,AZ,ARIZONA,RUBELLA,0,0.0,1980,38
32101,CA,CALIFORNIA,RUBELLA,8,0.03,1980,38
32102,CO,COLORADO,RUBELLA,1,0.03,1980,38
32103,CT,CONNECTICUT,RUBELLA,1,0.03,1980,38
32104,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,38
32105,DE,DELAWARE,RUBELLA,0,0.0,1980,38
32106,FL,FLORIDA,RUBELLA,0,0.0,1980,38
32107,HI,HAWAII,RUBELLA,0,0.0,1980,38
32108,IA,IOWA,RUBELLA,0,0.0,1980,38
32109,ID,IDAHO,RUBELLA,1,0.1,1980,38
32110,IL,ILLINOIS,RUBELLA,0,0.0,1980,38
32111,IN,INDIANA,RUBELLA,7,0.13,1980,38
32112,KS,KANSAS,RUBELLA,0,0.0,1980,38
32113,KY,KENTUCKY,RUBELLA,1,0.03,1980,38
32114,LA,LOUISIANA,RUBELLA,0,0.0,1980,38
32115,MA,MASSACHUSETTS,RUBELLA,2,0.03,1980,38
32116,MD,MARYLAND,RUBELLA,1,0.02,1980,38
32117,ME,MAINE,RUBELLA,0,0.0,1980,38
32118,MI,MICHIGAN,RUBELLA,0,0.0,1980,38
32119,MN,MINNESOTA,RUBELLA,0,0.0,1980,38
32120,MO,MISSOURI,RUBELLA,0,0.0,1980,38
32121,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,38
32122,MT,MONTANA,RUBELLA,0,0.0,1980,38
32123,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,38
32124,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,38
32125,NE,NEBRASKA,RUBELLA,0,0.0,1980,38
32126,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,38
32127,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,38
32128,NM,NEW MEXICO,RUBELLA,0,0.0,1980,38
32129,NV,NEVADA,RUBELLA,0,0.0,1980,38
32130,NY,NEW YORK,RUBELLA,3,0.02,1980,38
32131,OH,OHIO,RUBELLA,1,0.01,1980,38
32132,OK,OKLAHOMA,RUBELLA,0,0.0,1980,38
32133,OR,OREGON,RUBELLA,0,0.0,1980,38
32134,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,38
32135,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,38
32136,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,38
32137,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,38
32138,TN,TENNESSEE,RUBELLA,0,0.0,1980,38
32139,TX,TEXAS,RUBELLA,3,0.02,1980,38
32140,UT,UTAH,RUBELLA,0,0.0,1980,38
32141,VA,VIRGINIA,RUBELLA,0,0.0,1980,38
32142,VT,VERMONT,RUBELLA,0,0.0,1980,38
32143,WA,WASHINGTON,RUBELLA,0,0.0,1980,38
32144,WI,WISCONSIN,RUBELLA,0,0.0,1980,38
32145,WV,WEST VIRGINIA,RUBELLA,0,0.0,1980,38
32146,WY,WYOMING,RUBELLA,0,0.0,1980,38
32147,AK,ALASKA,RUBELLA,0,0.0,1980,39
32148,AL,ALABAMA,RUBELLA,0,0.0,1980,39
32149,AR,ARKANSAS,RUBELLA,0,0.0,1980,39
32150,AZ,ARIZONA,RUBELLA,0,0.0,1980,39
32151,CA,CALIFORNIA,RUBELLA,6,0.02,1980,39
32152,CO,COLORADO,RUBELLA,0,0.0,1980,39
32153,CT,CONNECTICUT,RUBELLA,0,0.0,1980,39
32154,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,39
32155,DE,DELAWARE,RUBELLA,0,0.0,1980,39
32156,FL,FLORIDA,RUBELLA,4,0.04,1980,39
32157,HI,HAWAII,RUBELLA,0,0.0,1980,39
32158,IA,IOWA,RUBELLA,1,0.03,1980,39
32159,ID,IDAHO,RUBELLA,0,0.0,1980,39
32160,IL,ILLINOIS,RUBELLA,0,0.0,1980,39
32161,IN,INDIANA,RUBELLA,7,0.13,1980,39
32162,KS,KANSAS,RUBELLA,0,0.0,1980,39
32163,KY,KENTUCKY,RUBELLA,0,0.0,1980,39
32164,LA,LOUISIANA,RUBELLA,0,0.0,1980,39
32165,MA,MASSACHUSETTS,RUBELLA,0,0.0,1980,39
32166,MD,MARYLAND,RUBELLA,0,0.0,1980,39
32167,ME,MAINE,RUBELLA,0,0.0,1980,39
32168,MI,MICHIGAN,RUBELLA,0,0.0,1980,39
32169,MN,MINNESOTA,RUBELLA,0,0.0,1980,39
32170,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,39
32171,MT,MONTANA,RUBELLA,0,0.0,1980,39
32172,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,39
32173,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,39
32174,NE,NEBRASKA,RUBELLA,0,0.0,1980,39
32175,NH,NEW HAMPSHIRE,RUBELLA,1,0.11,1980,39
32176,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,39
32177,NM,NEW MEXICO,RUBELLA,0,0.0,1980,39
32178,NV,NEVADA,RUBELLA,0,0.0,1980,39
32179,NY,NEW YORK,RUBELLA,1,0.01,1980,39
32180,OH,OHIO,RUBELLA,0,0.0,1980,39
32181,OK,OKLAHOMA,RUBELLA,1,0.03,1980,39
32182,OR,OREGON,RUBELLA,0,0.0,1980,39
32183,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,39
32184,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,39
32185,SC,SOUTH CAROLINA,RUBELLA,2,0.06,1980,39
32186,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,39
32187,TN,TENNESSEE,RUBELLA,0,0.0,1980,39
32188,UT,UTAH,RUBELLA,0,0.0,1980,39
32189,VA,VIRGINIA,RUBELLA,0,0.0,1980,39
32190,VT,VERMONT,RUBELLA,0,0.0,1980,39
32191,WA,WASHINGTON,RUBELLA,1,0.02,1980,39
32192,WI,WISCONSIN,RUBELLA,4,0.08,1980,39
32193,WV,WEST VIRGINIA,RUBELLA,0,0.0,1980,39
32194,WY,WYOMING,RUBELLA,0,0.0,1980,39
32195,AK,ALASKA,RUBELLA,0,0.0,1980,40
32196,AL,ALABAMA,RUBELLA,0,0.0,1980,40
32197,AR,ARKANSAS,RUBELLA,0,0.0,1980,40
32198,AZ,ARIZONA,RUBELLA,0,0.0,1980,40
32199,CA,CALIFORNIA,RUBELLA,7,0.03,1980,40
32200,CO,COLORADO,RUBELLA,0,0.0,1980,40
32201,CT,CONNECTICUT,RUBELLA,0,0.0,1980,40
32202,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,40
32203,DE,DELAWARE,RUBELLA,0,0.0,1980,40
32204,FL,FLORIDA,RUBELLA,1,0.01,1980,40
32205,HI,HAWAII,RUBELLA,0,0.0,1980,40
32206,IA,IOWA,RUBELLA,0,0.0,1980,40
32207,ID,IDAHO,RUBELLA,1,0.1,1980,40
32208,IL,ILLINOIS,RUBELLA,2,0.02,1980,40
32209,IN,INDIANA,RUBELLA,0,0.0,1980,40
32210,KS,KANSAS,RUBELLA,0,0.0,1980,40
32211,KY,KENTUCKY,RUBELLA,0,0.0,1980,40
32212,LA,LOUISIANA,RUBELLA,1,0.02,1980,40
32213,MA,MASSACHUSETTS,RUBELLA,1,0.02,1980,40
32214,MD,MARYLAND,RUBELLA,0,0.0,1980,40
32215,ME,MAINE,RUBELLA,0,0.0,1980,40
32216,MI,MICHIGAN,RUBELLA,0,0.0,1980,40
32217,MN,MINNESOTA,RUBELLA,0,0.0,1980,40
32218,MO,MISSOURI,RUBELLA,0,0.0,1980,40
32219,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,40
32220,MT,MONTANA,RUBELLA,1,0.13,1980,40
32221,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,40
32222,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,40
32223,NE,NEBRASKA,RUBELLA,0,0.0,1980,40
32224,NH,NEW HAMPSHIRE,RUBELLA,1,0.11,1980,40
32225,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,40
32226,NM,NEW MEXICO,RUBELLA,0,0.0,1980,40
32227,NV,NEVADA,RUBELLA,0,0.0,1980,40
32228,NY,NEW YORK,RUBELLA,1,0.01,1980,40
32229,OH,OHIO,RUBELLA,0,0.0,1980,40
32230,OK,OKLAHOMA,RUBELLA,0,0.0,1980,40
32231,OR,OREGON,RUBELLA,12,0.45,1980,40
32232,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,40
32233,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,40
32234,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,40
32235,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,40
32236,TN,TENNESSEE,RUBELLA,0,0.0,1980,40
32237,TX,TEXAS,RUBELLA,2,0.01,1980,40
32238,UT,UTAH,RUBELLA,1,0.07,1980,40
32239,VA,VIRGINIA,RUBELLA,0,0.0,1980,40
32240,VT,VERMONT,RUBELLA,0,0.0,1980,40
32241,WA,WASHINGTON,RUBELLA,1,0.02,1980,40
32242,WI,WISCONSIN,RUBELLA,1,0.02,1980,40
32243,WV,WEST VIRGINIA,RUBELLA,0,0.0,1980,40
32244,WY,WYOMING,RUBELLA,0,0.0,1980,40
32245,AK,ALASKA,RUBELLA,0,0.0,1980,41
32246,AL,ALABAMA,RUBELLA,0,0.0,1980,41
32247,AR,ARKANSAS,RUBELLA,0,0.0,1980,41
32248,AZ,ARIZONA,RUBELLA,0,0.0,1980,41
32249,CA,CALIFORNIA,RUBELLA,0,0.0,1980,41
32250,CO,COLORADO,RUBELLA,0,0.0,1980,41
32251,CT,CONNECTICUT,RUBELLA,0,0.0,1980,41
32252,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,41
32253,DE,DELAWARE,RUBELLA,0,0.0,1980,41
32254,FL,FLORIDA,RUBELLA,1,0.01,1980,41
32255,HI,HAWAII,RUBELLA,0,0.0,1980,41
32256,IA,IOWA,RUBELLA,0,0.0,1980,41
32257,ID,IDAHO,RUBELLA,0,0.0,1980,41
32258,IL,ILLINOIS,RUBELLA,0,0.0,1980,41
32259,IN,INDIANA,RUBELLA,1,0.02,1980,41
32260,KS,KANSAS,RUBELLA,0,0.0,1980,41
32261,KY,KENTUCKY,RUBELLA,0,0.0,1980,41
32262,LA,LOUISIANA,RUBELLA,0,0.0,1980,41
32263,MA,MASSACHUSETTS,RUBELLA,0,0.0,1980,41
32264,MD,MARYLAND,RUBELLA,0,0.0,1980,41
32265,ME,MAINE,RUBELLA,0,0.0,1980,41
32266,MI,MICHIGAN,RUBELLA,0,0.0,1980,41
32267,MN,MINNESOTA,RUBELLA,0,0.0,1980,41
32268,MO,MISSOURI,RUBELLA,1,0.02,1980,41
32269,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,41
32270,MT,MONTANA,RUBELLA,0,0.0,1980,41
32271,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,41
32272,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,41
32273,NE,NEBRASKA,RUBELLA,0,0.0,1980,41
32274,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,41
32275,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,41
32276,NM,NEW MEXICO,RUBELLA,0,0.0,1980,41
32277,NV,NEVADA,RUBELLA,0,0.0,1980,41
32278,NY,NEW YORK,RUBELLA,2,0.01,1980,41
32279,OH,OHIO,RUBELLA,0,0.0,1980,41
32280,OK,OKLAHOMA,RUBELLA,1,0.03,1980,41
32281,OR,OREGON,RUBELLA,0,0.0,1980,41
32282,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,41
32283,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,41
32284,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,41
32285,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,41
32286,TN,TENNESSEE,RUBELLA,0,0.0,1980,41
32287,TX,TEXAS,RUBELLA,8,0.05,1980,41
32288,UT,UTAH,RUBELLA,1,0.07,1980,41
32289,VA,VIRGINIA,RUBELLA,0,0.0,1980,41
32290,VT,VERMONT,RUBELLA,0,0.0,1980,41
32291,WA,WASHINGTON,RUBELLA,2,0.05,1980,41
32292,WI,WISCONSIN,RUBELLA,1,0.02,1980,41
32293,WV,WEST VIRGINIA,RUBELLA,1,0.05,1980,41
32294,WY,WYOMING,RUBELLA,0,0.0,1980,41
32295,AK,ALASKA,RUBELLA,0,0.0,1980,42
32296,AL,ALABAMA,RUBELLA,0,0.0,1980,42
32297,AR,ARKANSAS,RUBELLA,0,0.0,1980,42
32298,AZ,ARIZONA,RUBELLA,6,0.21,1980,42
32299,CA,CALIFORNIA,RUBELLA,5,0.02,1980,42
32300,CO,COLORADO,RUBELLA,0,0.0,1980,42
32301,CT,CONNECTICUT,RUBELLA,0,0.0,1980,42
32302,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,42
32303,DE,DELAWARE,RUBELLA,0,0.0,1980,42
32304,FL,FLORIDA,RUBELLA,0,0.0,1980,42
32305,HI,HAWAII,RUBELLA,0,0.0,1980,42
32306,IA,IOWA,RUBELLA,0,0.0,1980,42
32307,ID,IDAHO,RUBELLA,0,0.0,1980,42
32308,IL,ILLINOIS,RUBELLA,1,0.01,1980,42
32309,IN,INDIANA,RUBELLA,3,0.05,1980,42
32310,KS,KANSAS,RUBELLA,0,0.0,1980,42
32311,KY,KENTUCKY,RUBELLA,0,0.0,1980,42
32312,LA,LOUISIANA,RUBELLA,1,0.02,1980,42
32313,MA,MASSACHUSETTS,RUBELLA,1,0.02,1980,42
32314,MD,MARYLAND,RUBELLA,0,0.0,1980,42
32315,ME,MAINE,RUBELLA,0,0.0,1980,42
32316,MI,MICHIGAN,RUBELLA,1,0.01,1980,42
32317,MN,MINNESOTA,RUBELLA,0,0.0,1980,42
32318,MO,MISSOURI,RUBELLA,0,0.0,1980,42
32319,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,42
32320,MT,MONTANA,RUBELLA,1,0.13,1980,42
32321,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,42
32322,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,42
32323,NE,NEBRASKA,RUBELLA,0,0.0,1980,42
32324,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,42
32325,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,42
32326,NM,NEW MEXICO,RUBELLA,0,0.0,1980,42
32327,NV,NEVADA,RUBELLA,0,0.0,1980,42
32328,NY,NEW YORK,RUBELLA,2,0.01,1980,42
32329,OH,OHIO,RUBELLA,0,0.0,1980,42
32330,OK,OKLAHOMA,RUBELLA,0,0.0,1980,42
32331,OR,OREGON,RUBELLA,0,0.0,1980,42
32332,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,42
32333,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,42
32334,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,42
32335,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,42
32336,TN,TENNESSEE,RUBELLA,0,0.0,1980,42
32337,TX,TEXAS,RUBELLA,0,0.0,1980,42
32338,UT,UTAH,RUBELLA,1,0.07,1980,42
32339,VA,VIRGINIA,RUBELLA,2,0.04,1980,42
32340,VT,VERMONT,RUBELLA,0,0.0,1980,42
32341,WA,WASHINGTON,RUBELLA,0,0.0,1980,42
32342,WI,WISCONSIN,RUBELLA,3,0.06,1980,42
32343,WV,WEST VIRGINIA,RUBELLA,0,0.0,1980,42
32344,WY,WYOMING,RUBELLA,0,0.0,1980,42
32345,AR,ARKANSAS,RUBELLA,0,0.0,1980,43
32346,AZ,ARIZONA,RUBELLA,0,0.0,1980,43
32347,CA,CALIFORNIA,RUBELLA,2,0.01,1980,43
32348,CO,COLORADO,RUBELLA,0,0.0,1980,43
32349,CT,CONNECTICUT,RUBELLA,0,0.0,1980,43
32350,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,43
32351,DE,DELAWARE,RUBELLA,0,0.0,1980,43
32352,FL,FLORIDA,RUBELLA,1,0.01,1980,43
32353,HI,HAWAII,RUBELLA,0,0.0,1980,43
32354,IA,IOWA,RUBELLA,0,0.0,1980,43
32355,ID,IDAHO,RUBELLA,1,0.1,1980,43
32356,IL,ILLINOIS,RUBELLA,1,0.01,1980,43
32357,IN,INDIANA,RUBELLA,1,0.02,1980,43
32358,KS,KANSAS,RUBELLA,0,0.0,1980,43
32359,KY,KENTUCKY,RUBELLA,2,0.05,1980,43
32360,LA,LOUISIANA,RUBELLA,0,0.0,1980,43
32361,MA,MASSACHUSETTS,RUBELLA,1,0.02,1980,43
32362,MD,MARYLAND,RUBELLA,0,0.0,1980,43
32363,ME,MAINE,RUBELLA,0,0.0,1980,43
32364,MI,MICHIGAN,RUBELLA,0,0.0,1980,43
32365,MN,MINNESOTA,RUBELLA,1,0.02,1980,43
32366,MO,MISSOURI,RUBELLA,0,0.0,1980,43
32367,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,43
32368,MT,MONTANA,RUBELLA,0,0.0,1980,43
32369,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,43
32370,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,43
32371,NE,NEBRASKA,RUBELLA,0,0.0,1980,43
32372,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,43
32373,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,43
32374,NM,NEW MEXICO,RUBELLA,0,0.0,1980,43
32375,NV,NEVADA,RUBELLA,0,0.0,1980,43
32376,NY,NEW YORK,RUBELLA,5,0.03,1980,43
32377,OH,OHIO,RUBELLA,0,0.0,1980,43
32378,OK,OKLAHOMA,RUBELLA,0,0.0,1980,43
32379,OR,OREGON,RUBELLA,0,0.0,1980,43
32380,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,43
32381,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,43
32382,SC,SOUTH CAROLINA,RUBELLA,1,0.03,1980,43
32383,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,43
32384,TN,TENNESSEE,RUBELLA,0,0.0,1980,43
32385,TX,TEXAS,RUBELLA,3,0.02,1980,43
32386,UT,UTAH,RUBELLA,0,0.0,1980,43
32387,VA,VIRGINIA,RUBELLA,0,0.0,1980,43
32388,VT,VERMONT,RUBELLA,0,0.0,1980,43
32389,WA,WASHINGTON,RUBELLA,2,0.05,1980,43
32390,WI,WISCONSIN,RUBELLA,1,0.02,1980,43
32391,WV,WEST VIRGINIA,RUBELLA,1,0.05,1980,43
32392,WY,WYOMING,RUBELLA,0,0.0,1980,43
32393,AK,ALASKA,RUBELLA,0,0.0,1980,44
32394,AR,ARKANSAS,RUBELLA,0,0.0,1980,44
32395,AZ,ARIZONA,RUBELLA,1,0.04,1980,44
32396,CA,CALIFORNIA,RUBELLA,11,0.05,1980,44
32397,CO,COLORADO,RUBELLA,0,0.0,1980,44
32398,CT,CONNECTICUT,RUBELLA,1,0.03,1980,44
32399,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,44
32400,DE,DELAWARE,RUBELLA,0,0.0,1980,44
32401,FL,FLORIDA,RUBELLA,0,0.0,1980,44
32402,HI,HAWAII,RUBELLA,0,0.0,1980,44
32403,IA,IOWA,RUBELLA,0,0.0,1980,44
32404,ID,IDAHO,RUBELLA,0,0.0,1980,44
32405,IL,ILLINOIS,RUBELLA,0,0.0,1980,44
32406,IN,INDIANA,RUBELLA,3,0.05,1980,44
32407,KS,KANSAS,RUBELLA,4,0.17,1980,44
32408,KY,KENTUCKY,RUBELLA,0,0.0,1980,44
32409,LA,LOUISIANA,RUBELLA,0,0.0,1980,44
32410,MA,MASSACHUSETTS,RUBELLA,1,0.02,1980,44
32411,MD,MARYLAND,RUBELLA,0,0.0,1980,44
32412,ME,MAINE,RUBELLA,0,0.0,1980,44
32413,MI,MICHIGAN,RUBELLA,2,0.02,1980,44
32414,MN,MINNESOTA,RUBELLA,0,0.0,1980,44
32415,MO,MISSOURI,RUBELLA,1,0.02,1980,44
32416,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,44
32417,MT,MONTANA,RUBELLA,0,0.0,1980,44
32418,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,44
32419,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,44
32420,NE,NEBRASKA,RUBELLA,0,0.0,1980,44
32421,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,44
32422,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,44
32423,NM,NEW MEXICO,RUBELLA,0,0.0,1980,44
32424,NV,NEVADA,RUBELLA,0,0.0,1980,44
32425,NY,NEW YORK,RUBELLA,1,0.01,1980,44
32426,OH,OHIO,RUBELLA,0,0.0,1980,44
32427,OK,OKLAHOMA,RUBELLA,0,0.0,1980,44
32428,OR,OREGON,RUBELLA,0,0.0,1980,44
32429,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,44
32430,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,44
32431,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,44
32432,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,44
32433,TN,TENNESSEE,RUBELLA,0,0.0,1980,44
32434,TX,TEXAS,RUBELLA,0,0.0,1980,44
32435,UT,UTAH,RUBELLA,0,0.0,1980,44
32436,VA,VIRGINIA,RUBELLA,0,0.0,1980,44
32437,VT,VERMONT,RUBELLA,0,0.0,1980,44
32438,WA,WASHINGTON,RUBELLA,0,0.0,1980,44
32439,WI,WISCONSIN,RUBELLA,2,0.04,1980,44
32440,WV,WEST VIRGINIA,RUBELLA,0,0.0,1980,44
32441,WY,WYOMING,RUBELLA,0,0.0,1980,44
32442,AK,ALASKA,RUBELLA,0,0.0,1980,45
32443,AL,ALABAMA,RUBELLA,0,0.0,1980,45
32444,AR,ARKANSAS,RUBELLA,0,0.0,1980,45
32445,AZ,ARIZONA,RUBELLA,1,0.04,1980,45
32446,CA,CALIFORNIA,RUBELLA,8,0.03,1980,45
32447,CO,COLORADO,RUBELLA,0,0.0,1980,45
32448,CT,CONNECTICUT,RUBELLA,1,0.03,1980,45
32449,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,45
32450,DE,DELAWARE,RUBELLA,0,0.0,1980,45
32451,FL,FLORIDA,RUBELLA,0,0.0,1980,45
32452,HI,HAWAII,RUBELLA,0,0.0,1980,45
32453,IA,IOWA,RUBELLA,0,0.0,1980,45
32454,ID,IDAHO,RUBELLA,0,0.0,1980,45
32455,IL,ILLINOIS,RUBELLA,0,0.0,1980,45
32456,IN,INDIANA,RUBELLA,1,0.02,1980,45
32457,KS,KANSAS,RUBELLA,0,0.0,1980,45
32458,KY,KENTUCKY,RUBELLA,2,0.05,1980,45
32459,LA,LOUISIANA,RUBELLA,0,0.0,1980,45
32460,MD,MARYLAND,RUBELLA,0,0.0,1980,45
32461,ME,MAINE,RUBELLA,0,0.0,1980,45
32462,MI,MICHIGAN,RUBELLA,0,0.0,1980,45
32463,MN,MINNESOTA,RUBELLA,0,0.0,1980,45
32464,MO,MISSOURI,RUBELLA,0,0.0,1980,45
32465,MS,MISSISSIPPI,RUBELLA,0,0.0,1980,45
32466,MT,MONTANA,RUBELLA,0,0.0,1980,45
32467,NC,NORTH CAROLINA,RUBELLA,0,0.0,1980,45
32468,ND,NORTH DAKOTA,RUBELLA,0,0.0,1980,45
32469,NE,NEBRASKA,RUBELLA,0,0.0,1980,45
32470,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1980,45
32471,NJ,NEW JERSEY,RUBELLA,0,0.0,1980,45
32472,NM,NEW MEXICO,RUBELLA,0,0.0,1980,45
32473,NV,NEVADA,RUBELLA,0,0.0,1980,45
32474,NY,NEW YORK,RUBELLA,1,0.01,1980,45
32475,OH,OHIO,RUBELLA,0,0.0,1980,45
32476,OK,OKLAHOMA,RUBELLA,0,0.0,1980,45
32477,OR,OREGON,RUBELLA,0,0.0,1980,45
32478,PA,PENNSYLVANIA,RUBELLA,0,0.0,1980,45
32479,RI,RHODE ISLAND,RUBELLA,0,0.0,1980,45
32480,SC,SOUTH CAROLINA,RUBELLA,0,0.0,1980,45
32481,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1980,45
32482,TN,TENNESSEE,RUBELLA,0,0.0,1980,45
32483,TX,TEXAS,RUBELLA,1,0.01,1980,45
32484,UT,UTAH,RUBELLA,0,0.0,1980,45
32485,VA,VIRGINIA,RUBELLA,3,0.06,1980,45
32486,VT,VERMONT,RUBELLA,0,0.0,1980,45
32487,WA,WASHINGTON,RUBELLA,0,0.0,1980,45
32488,WI,WISCONSIN,RUBELLA,0,0.0,1980,45
32489,WV,WEST VIRGINIA,RUBELLA,0,0.0,1980,45
32490,WY,WYOMING,RUBELLA,0,0.0,1980,45
32491,AK,ALASKA,RUBELLA,0,0.0,1980,46
32492,AL,ALABAMA,RUBELLA,0,0.0,1980,46
32493,AR,ARKANSAS,RUBELLA,0,0.0,1980,46
32494,AZ,ARIZONA,RUBELLA,0,0.0,1980,46
32495,CA,CALIFORNIA,RUBELLA,7,0.03,1980,46
32496,CO,COLORADO,RUBELLA,0,0.0,1980,46
32497,CT,CONNECTICUT,RUBELLA,0,0.0,1980,46
32498,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1980,46
32499,DE,DELAWARE,RUBELLA,0,0.0,1980,46
32500,FL,FLORIDA,RUBELLA,2,0.02,1980,46
32501,HI,HAWAII,RUBELLA,0,0.0,1980,46
32502,IA,IOWA,RUBELLA,0,0.0,1980,46
32503,ID,IDAHO,RUBELLA,0,0.0,1980,46
32504,IL,ILLINOIS,RUBELLA,2,0.02,1980,46
32505,IN,INDIANA,RUBELLA,4,0.07,1980,46
32506,KS,KANSAS,RUBELLA,0,0.0,1980,46
